ETitalics
Psithyrus insularis
Bombus bohemicus
Bombus flavidus
Lasius minutus
Tethida barda
Sthenopis pretiosus
Acrolophus arcanella
Acrolophus morus
Acrolophus plumifrontella
Acrolophus popeanella
Acrolophus propinquus
Machimia tentoriferella
Ethmia zelleriella
Antaeotricha schlaegeri
Antaeotricha leucillana
Inga sparsiciliella
Callima argenticinctella
Coleophora leucochrysella
Mompha eloisella
Trichotaphe flavocostella
Atteva aurea
Swammerdamia castaneae
Yponomeuta multipunctella
Synanthedon acerni
Synanthedon castaneae
Podosesia syringae
Endothenia impudens
Apotomis albeolana
Olethreutes astrologana
Epiblema obfuscana
Epiblema otiosana
Ancylis nubeculana
Melissopus latiferreanus
Ecdytolopha punctidiscana
Ecdytolopha insiticiana
Croesia curvalana
Acleris subnivana
Acleris flavivittana
Pandemis limitata
Argyrotaenia velutinana
Argyrotaenia quercifoliana
Choristoneura parallela
Choristoneura rosaceana
Choristoneura fumiferana
Clepsis persicana
Sparganothis sulfureana
Sparganothis xanthoides
Sparganothis unifasciana
Cenopis reticulatana
Cenopis ferreana
Platynota flavedana
Platynota idaeusalis
Epargyreus clarus
Urbanus proteus
Telegonus cellus
Cecropterus lyciades
Cecropterus bathyllus
Cecropterus pylades
Cecropterus confusis
Staphylus hayhurstii
Erynnis icelus
Erynnis brizo
Erynnis juvenalis
Erynnis horatius
Erynnis martialis
Erynnis zarucco
Erynnis funeralis
Erynnis lucilius
Erynnis baptisiae
Erynnis persius
Pyrgus communis
Pyrgus wyandot
Pholisora catullus
Carterocephalus palaemon
Nastra lherminier
Lerema accius
Ancyloxypha numitor
Thymelicus lineola
Hylephila phyleus
Hesperia leonardus
Hesperia metea
Hesperia attalus
Hesperia sassacus
Polites peckius
Polites themistocles
Polites origenes
Polites mystic
Polites vibex
Wallengrenia otho
Wallengrenia egeremet
Pompeius verna
Atalopedes campestris
Atrytone arogos
Anatrytone logan
Poanes massasoit
Poanes hobomok
Poanes zabulon
Poanes viator
Poanes viator viator
Poanes viator zizaniae
Euphyes dion
Euphyes conspicua
Euphyes bimacula
Euphyes vestris
Atrytonopsis hianna
Amblyscirtes hegon
Amblyscirtes vialis
Oligoria maculata
Calpodes ethlius
Panoquina panoquin
Panoquina ocola
Battus philenor
Eurytides marcellus
Papilio polyxenes
Papilio cresphontes
Papilio glaucus
Papilio troilus
Papilio palamedes
Papilio canadensis
Papilio appalachiensis
Pontia protodice
Pieris virginiensis
Pieris rapae
Euchloe olympia
Anthocharis midea
Colias philodice
Colias eurytheme
Colias interior
Zerene cesonia
Phoebis sennae
Phoebis philea
Pyrisitia lisa
Abaeis nicippe
Nathalis iole
Feniseca tarquinius
Lycaena phlaeas
Lycaena hyllus
Lycaena epixanthe
Atlides halesus
Satyrium acadica
Satyrium edwardsii
Satyrium calanus
Satyrium caryaevorus
Satyrium liparops
Satyrium titus
Calycopis cecrops
Callophrys gryneus
Callophrys augustinus
Callophrys polios
Callophrys irus
Callophrys henrici
Callophrys niphon
Satyrium favonius
Parrhasius m-album
Strymon melinus
Erora laeta
Leptotes marina
Cupido comyntas
Celastrina ladon
Celastrina nigra
Celastrina neglectamajor
Celastrina neglecta
Celastrina serotina
Celastrina lucia
Glaucopsyche lygdamus
Plebejus melissa
Plebejus melissa samuelis
Calephelis borealis
Libytheana carinenta
Agraulis vanillae
Euptoieta claudia
Speyeria diana
Speyeria cybele
Speyeria aphrodite
Speyeria idalia
Speyeria atlantis
Boloria selene
Boloria bellona
Chlosyne gorgone
Chlosyne nycteis
Chlosyne harrisii
Phyciodes tharos
Phyciodes batesii
Phyciodes cocyta
Euphydryas phaeton
Polygonia interrogationis
Polygonia comma
Polygonia faunus
Polygonia progne
Nymphalis l-album
Nymphalis californica
Nymphalis antiopa
Aglais milberti
Vanessa virginiensis
Vanessa cardui
Vanessa atalanta
Junonia coenia
Limenitis arthemis
Limenitis arthemis arthemis
Limenitis arthemis astyanax
Limenitis archippus
Asterocampa celtis
Asterocampa clyton
Lethe anthedon
Lethe eurydice
Lethe appalachia
Hermeuptychia sosybius
Megisto cymela
