OBJECTID,COUNTY,MUNICIPALITY,NHA_JOIN_ID,GlobalID,created_user,created_date,last_edited_user,last_edited_date
3457,Greene,Gilmore Township,alj86842,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/3/2020 17:25:45,AJohnsonWPC,3/3/2020 17:25:45
3458,Greene,Gilmore Township,alj86843,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/3/2020 17:26:11,AJohnsonWPC,3/3/2020 17:26:11
3459,Fayette,Springhill Township,alj86863,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/3/2020 17:26:35,AJohnsonWPC,3/3/2020 17:26:35
3460,Indiana,Armstrong Township,alj84575,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/3/2020 19:06:23,AJohnsonWPC,3/3/2020 19:06:23
4401,Westmoreland,Cook Township,ajohnson000001,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:51:22,AJohnsonWPC,3/9/2020 17:51:22
4402,Westmoreland,Donegal Township,ajohnson000001,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:51:22,AJohnsonWPC,3/9/2020 17:51:22
4403,Westmoreland,Donegal Township,ajohnson000006,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:51:48,AJohnsonWPC,3/9/2020 17:51:48
4404,Westmoreland,Derry Township,ajohnson000007,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:52:06,AJohnsonWPC,3/9/2020 17:52:06
4405,Indiana,East Wheatfield Township,alj84559,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:52:28,AJohnsonWPC,3/9/2020 17:52:28
4406,Indiana,East Wheatfield Township,alj84560,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:52:47,AJohnsonWPC,3/9/2020 17:52:47
4407,Indiana,East Wheatfield Township,alj84561,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:53:08,AJohnsonWPC,3/9/2020 17:53:08
4408,Westmoreland,St Clair Township,alj84561,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:53:08,AJohnsonWPC,3/9/2020 17:53:08
4409,Westmoreland,Fairfield Township,alj84563,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:53:27,AJohnsonWPC,3/9/2020 17:53:27
4410,Westmoreland,St Clair Township,alj84563,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:53:27,AJohnsonWPC,3/9/2020 17:53:27
4411,Indiana,West Wheatfield Township,alj84564,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:53:46,AJohnsonWPC,3/9/2020 17:53:46
4412,Indiana,Burrell Township,alj84566,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:54:04,AJohnsonWPC,3/9/2020 17:54:04
4413,Indiana,Blairsville Borough,alj84567,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:54:21,AJohnsonWPC,3/9/2020 17:54:21
4414,Indiana,Burrell Township,alj84567,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:54:21,AJohnsonWPC,3/9/2020 17:54:21
4415,Westmoreland,Derry Township,alj84567,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:54:21,AJohnsonWPC,3/9/2020 17:54:21
4416,Indiana,Burrell Township,alj84972,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:54:38,AJohnsonWPC,3/9/2020 17:54:38
4417,Westmoreland,Derry Township,alj84972,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:54:39,AJohnsonWPC,3/9/2020 17:54:39
4418,Indiana,Conemaugh Township,alj84973,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:54:55,AJohnsonWPC,3/9/2020 17:54:55
4419,Westmoreland,Derry Township,alj84973,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:54:55,AJohnsonWPC,3/9/2020 17:54:55
4420,Westmoreland,Mount Pleasant Township,alj87750,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:55:14,AJohnsonWPC,3/9/2020 17:55:14
4421,Westmoreland,Mount Pleasant Township,alj87751,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:55:30,AJohnsonWPC,3/9/2020 17:55:30
4422,Westmoreland,Mount Pleasant Township,alj87752,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:55:46,AJohnsonWPC,3/9/2020 17:55:46
4423,Westmoreland,Mount Pleasant Township,alj87753,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:56:02,AJohnsonWPC,3/9/2020 17:56:02
4424,Westmoreland,Cook Township,alj87754,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:56:19,AJohnsonWPC,3/9/2020 17:56:19
4425,Westmoreland,Cook Township,alj87755,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:56:35,AJohnsonWPC,3/9/2020 17:56:35
4426,Westmoreland,Donegal Township,alj87755,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:56:35,AJohnsonWPC,3/9/2020 17:56:35
4427,Westmoreland,Mount Pleasant Township,alj87755,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:56:35,AJohnsonWPC,3/9/2020 17:56:35
4428,Westmoreland,Cook Township,alj87756,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:56:51,AJohnsonWPC,3/9/2020 17:56:51
4429,Westmoreland,Cook Township,alj87757,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:57:07,AJohnsonWPC,3/9/2020 17:57:07
4430,Westmoreland,Donegal Township,alj87758,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:57:23,AJohnsonWPC,3/9/2020 17:57:23
4431,Westmoreland,Donegal Township,alj87759,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:57:39,AJohnsonWPC,3/9/2020 17:57:39
4432,Somerset,Jefferson Township,alj87761,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:57:56,AJohnsonWPC,3/9/2020 17:57:56
4433,Westmoreland,Donegal Township,alj87761,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:57:56,AJohnsonWPC,3/9/2020 17:57:56
4434,Westmoreland,Donegal Township,alj87762,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:58:13,AJohnsonWPC,3/9/2020 17:58:13
4435,Westmoreland,Donegal Township,alj87763,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:58:29,AJohnsonWPC,3/9/2020 17:58:29
4436,Westmoreland,Donegal Township,alj87764,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:58:45,AJohnsonWPC,3/9/2020 17:58:45
4437,Westmoreland,Donegal Township,alj87765,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:59:05,AJohnsonWPC,3/9/2020 17:59:05
4438,Somerset,Lincoln Township,alj87768,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:59:22,AJohnsonWPC,3/9/2020 17:59:22
4439,Westmoreland,Cook Township,alj87768,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:59:22,AJohnsonWPC,3/9/2020 17:59:22
4440,Westmoreland,Ligonier Township,alj87768,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:59:22,AJohnsonWPC,3/9/2020 17:59:22
4441,Westmoreland,Cook Township,alj87769,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:59:38,AJohnsonWPC,3/9/2020 17:59:38
4442,Westmoreland,Cook Township,alj87770,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 17:59:58,AJohnsonWPC,3/9/2020 17:59:58
4443,Westmoreland,Cook Township,alj87771,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:00:15,AJohnsonWPC,3/9/2020 18:00:15
4444,Westmoreland,Ligonier Township,alj87771,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:00:15,AJohnsonWPC,3/9/2020 18:00:15
4445,Westmoreland,Ligonier Borough,alj87771,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:00:15,AJohnsonWPC,3/9/2020 18:00:15
4446,Westmoreland,Laurel Mountain Borough,alj87771,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:00:15,AJohnsonWPC,3/9/2020 18:00:15
4447,Westmoreland,Ligonier Township,alj87772,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:00:32,AJohnsonWPC,3/9/2020 18:00:32
4448,Westmoreland,Derry Township,alj87772,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:00:32,AJohnsonWPC,3/9/2020 18:00:32
4449,Westmoreland,Unity Township,alj87772,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:00:32,AJohnsonWPC,3/9/2020 18:00:32
4450,Westmoreland,Latrobe Borough,alj87773,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:00:51,AJohnsonWPC,3/9/2020 18:00:51
4451,Westmoreland,Derry Township,alj87773,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:00:51,AJohnsonWPC,3/9/2020 18:00:51
4452,Westmoreland,Unity Township,alj87773,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:00:51,AJohnsonWPC,3/9/2020 18:00:51
4453,Westmoreland,Derry Township,alj87774,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:01:09,AJohnsonWPC,3/9/2020 18:01:09
4454,Westmoreland,Ligonier Township,alj87775,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:01:26,AJohnsonWPC,3/9/2020 18:01:26
4455,Westmoreland,Latrobe Borough,alj87777,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:01:42,AJohnsonWPC,3/9/2020 18:01:42
4456,Westmoreland,Derry Township,alj87777,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:01:42,AJohnsonWPC,3/9/2020 18:01:42
4457,Westmoreland,Unity Township,alj87777,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:01:42,AJohnsonWPC,3/9/2020 18:01:42
4458,Westmoreland,Unity Township,alj87778,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:02:03,AJohnsonWPC,3/9/2020 18:02:03
4459,Westmoreland,Loyalhanna Township,alj88167,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:02:21,AJohnsonWPC,3/9/2020 18:02:21
4460,Westmoreland,Loyalhanna Township,alj88175,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:02:44,AJohnsonWPC,3/9/2020 18:02:44
4461,Westmoreland,Salem Township,alj88175,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:02:44,AJohnsonWPC,3/9/2020 18:02:44
4462,Westmoreland,Derry Township,alj88175,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:02:44,AJohnsonWPC,3/9/2020 18:02:44
4463,Westmoreland,Salem Township,alj88176,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:03:02,AJohnsonWPC,3/9/2020 18:03:02
4464,Westmoreland,Derry Township,alj88176,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:03:02,AJohnsonWPC,3/9/2020 18:03:02
4465,Westmoreland,Derry Township,alj88179,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:03:24,AJohnsonWPC,3/9/2020 18:03:24
4466,Westmoreland,Fairfield Township,alj88180,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:03:41,AJohnsonWPC,3/9/2020 18:03:41
4467,Westmoreland,Derry Township,alj88180,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:03:41,AJohnsonWPC,3/9/2020 18:03:41
4468,Westmoreland,Derry Township,alj88181,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:03:58,AJohnsonWPC,3/9/2020 18:03:58
4469,Westmoreland,Fairfield Township,alj88182,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:04:14,AJohnsonWPC,3/9/2020 18:04:14
4470,Westmoreland,Fairfield Township,alj88183,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:04:34,AJohnsonWPC,3/9/2020 18:04:34
4471,Westmoreland,St Clair Township,alj88183,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:04:34,AJohnsonWPC,3/9/2020 18:04:34
4472,Westmoreland,Fairfield Township,alj88184,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:04:51,AJohnsonWPC,3/9/2020 18:04:51
4473,Westmoreland,Ligonier Township,alj88184,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:04:51,AJohnsonWPC,3/9/2020 18:04:51
4474,Westmoreland,Ligonier Township,alj88185,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:05:08,AJohnsonWPC,3/9/2020 18:05:08
4475,Westmoreland,Ligonier Township,alj88186,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:05:24,AJohnsonWPC,3/9/2020 18:05:24
4476,Westmoreland,Laurel Mountain Borough,alj88186,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:05:24,AJohnsonWPC,3/9/2020 18:05:24
4477,Westmoreland,Fairfield Township,alj88187,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:05:40,AJohnsonWPC,3/9/2020 18:05:40
4478,Fayette,Bullskin Township,alj88196,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:05:58,AJohnsonWPC,3/9/2020 18:05:58
4479,Westmoreland,Mount Pleasant Township,alj88196,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:05:58,AJohnsonWPC,3/9/2020 18:05:58
4480,Fayette,Saltlick Township,alj88197,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:06:14,AJohnsonWPC,3/9/2020 18:06:14
4481,Westmoreland,Cook Township,alj90254,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:06:31,AJohnsonWPC,3/9/2020 18:06:31
4482,Westmoreland,Ligonier Township,alj90254,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:06:31,AJohnsonWPC,3/9/2020 18:06:31
4483,Westmoreland,Unity Township,alj90254,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:06:31,AJohnsonWPC,3/9/2020 18:06:31
4484,Westmoreland,Donegal Township,alj90255,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:06:47,AJohnsonWPC,3/9/2020 18:06:47
4485,Westmoreland,Ligonier Township,alj90256,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:07:04,AJohnsonWPC,3/9/2020 18:07:04
4486,Westmoreland,Fairfield Township,alj90257,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:07:23,AJohnsonWPC,3/9/2020 18:07:23
4487,Beaver,Conway Borough,ajohnson000005,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:18:20,AJohnsonWPC,3/9/2020 18:18:20
4488,Allegheny,Monroeville Borough,ajohnson000008,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:18:44,AJohnsonWPC,3/9/2020 18:18:44
4489,Butler,Winfield Township,alj82105,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:19:02,AJohnsonWPC,3/9/2020 18:19:02
4490,Butler,Buffalo Township,alj82105,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:19:02,AJohnsonWPC,3/9/2020 18:19:02
4491,Armstrong,South Buffalo Township,alj82105,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:19:02,AJohnsonWPC,3/9/2020 18:19:02
4492,Armstrong,Gilpin Township,alj82508,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:19:23,AJohnsonWPC,3/9/2020 18:19:23
4493,Armstrong,Parks Township,alj82509,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:19:45,AJohnsonWPC,3/9/2020 18:19:45
4494,Armstrong,Parks Township,alj82511,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:20:09,AJohnsonWPC,3/9/2020 18:20:09
4507,Butler,Middlesex Township,alj85853,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:21:06,AJohnsonWPC,3/9/2020 18:21:06
4518,Beaver,Fallston Borough,alj86660,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:23:18,AJohnsonWPC,3/9/2020 18:23:18
4519,Beaver,Bridgewater Borough,alj86660,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:23:18,AJohnsonWPC,3/9/2020 18:23:18
4520,Beaver,Rochester Township,alj86660,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:23:18,AJohnsonWPC,3/9/2020 18:23:18
4523,Beaver,Economy Borough,alj86668,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:23:51,AJohnsonWPC,3/9/2020 18:23:51
4524,Beaver,Economy Borough,alj86669,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:24:08,AJohnsonWPC,3/9/2020 18:24:08
4525,Allegheny,Bell Acres Borough,alj86669,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:24:08,AJohnsonWPC,3/9/2020 18:24:08
4526,Beaver,Hanover Township,alj86670,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:24:25,AJohnsonWPC,3/9/2020 18:24:25
4527,Beaver,Hanover Township,alj86671,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:24:41,AJohnsonWPC,3/9/2020 18:24:41
4528,Beaver,Greene Township,alj86672,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:25:06,AJohnsonWPC,3/9/2020 18:25:06
4529,Beaver,Hanover Township,alj86672,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:25:06,AJohnsonWPC,3/9/2020 18:25:06
4530,Beaver,Hanover Township,alj86673,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:25:23,AJohnsonWPC,3/9/2020 18:25:23
4531,Beaver,Independence Township,alj86673,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:25:23,AJohnsonWPC,3/9/2020 18:25:23
4532,Beaver,Independence Township,alj86674,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:25:43,AJohnsonWPC,3/9/2020 18:25:43
4533,Beaver,Hopewell Township,alj86674,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:25:43,AJohnsonWPC,3/9/2020 18:25:43
4534,Beaver,Hanover Township,alj86675,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:26:03,AJohnsonWPC,3/9/2020 18:26:03
4535,Beaver,Independence Township,alj86675,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:26:03,AJohnsonWPC,3/9/2020 18:26:03
4536,Beaver,Hanover Township,alj86676,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:26:21,AJohnsonWPC,3/9/2020 18:26:21
4537,Beaver,Independence Township,alj86676,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:26:21,AJohnsonWPC,3/9/2020 18:26:21
4538,Beaver,Raccoon Township,alj86676,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:26:21,AJohnsonWPC,3/9/2020 18:26:21
4539,Beaver,Center Township,alj86677,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:26:39,AJohnsonWPC,3/9/2020 18:26:39
4540,Beaver,Independence Township,alj86677,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:26:40,AJohnsonWPC,3/9/2020 18:26:40
4541,Beaver,Potter Township,alj86677,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:26:40,AJohnsonWPC,3/9/2020 18:26:40
4542,Beaver,Raccoon Township,alj86677,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:26:40,AJohnsonWPC,3/9/2020 18:26:40
4543,Beaver,Hopewell Township,alj86677,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:26:40,AJohnsonWPC,3/9/2020 18:26:40
4544,Beaver,Raccoon Township,alj86678,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:26:57,AJohnsonWPC,3/9/2020 18:26:57
4545,Beaver,Greene Township,alj86679,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:27:18,AJohnsonWPC,3/9/2020 18:27:18
4546,Beaver,Ohioville Borough,alj86680,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:27:43,AJohnsonWPC,3/9/2020 18:27:43
4547,Beaver,Monaca Borough,alj86682,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:28:04,AJohnsonWPC,3/9/2020 18:28:04
4548,Beaver,Rochester Borough,alj86682,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:28:05,AJohnsonWPC,3/9/2020 18:28:05
4549,Beaver,South Heights Borough,alj86682,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:28:05,AJohnsonWPC,3/9/2020 18:28:05
4550,Beaver,East Rochester Borough,alj86682,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:28:05,AJohnsonWPC,3/9/2020 18:28:05
4551,Beaver,Economy Borough,alj86682,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:28:05,AJohnsonWPC,3/9/2020 18:28:05
4552,Beaver,Freedom Borough,alj86682,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:28:05,AJohnsonWPC,3/9/2020 18:28:05
4553,Beaver,Industry Borough,alj86682,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:28:05,AJohnsonWPC,3/9/2020 18:28:05
4554,Beaver,Center Township,alj86682,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:28:05,AJohnsonWPC,3/9/2020 18:28:05
4555,Beaver,Potter Township,alj86682,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:28:05,AJohnsonWPC,3/9/2020 18:28:05
4556,Beaver,Aliquippa City,alj86682,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:28:05,AJohnsonWPC,3/9/2020 18:28:05
4557,Beaver,Ambridge Borough,alj86682,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:28:05,AJohnsonWPC,3/9/2020 18:28:05
4558,Beaver,Baden Borough,alj86682,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:28:05,AJohnsonWPC,3/9/2020 18:28:05
4559,Beaver,Beaver Borough,alj86682,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:28:05,AJohnsonWPC,3/9/2020 18:28:05
4560,Beaver,Bridgewater Borough,alj86682,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:28:05,AJohnsonWPC,3/9/2020 18:28:05
4561,Beaver,Conway Borough,alj86682,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:28:05,AJohnsonWPC,3/9/2020 18:28:05
4562,Beaver,Vanport Township,alj86682,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:28:05,AJohnsonWPC,3/9/2020 18:28:05
4563,Beaver,Harmony Township,alj86682,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:28:05,AJohnsonWPC,3/9/2020 18:28:05
4564,Beaver,Hopewell Township,alj86682,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:28:05,AJohnsonWPC,3/9/2020 18:28:05
4565,Beaver,Brighton Township,alj86682,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:28:05,AJohnsonWPC,3/9/2020 18:28:05
4566,Beaver,Center Township,alj86683,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:28:26,AJohnsonWPC,3/9/2020 18:28:26
4567,Beaver,Potter Township,alj86683,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:28:26,AJohnsonWPC,3/9/2020 18:28:26
4568,Allegheny,Marshall Township,alj86684,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:28:43,AJohnsonWPC,3/9/2020 18:28:43
4569,Beaver,Economy Borough,alj86685,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:29:01,AJohnsonWPC,3/9/2020 18:29:01
4570,Allegheny,Franklin Park Borough,alj86685,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:29:01,AJohnsonWPC,3/9/2020 18:29:01
4571,Allegheny,Hampton Township,alj86693,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:29:18,AJohnsonWPC,3/9/2020 18:29:18
4572,Allegheny,Hampton Township,alj86694,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:29:36,AJohnsonWPC,3/9/2020 18:29:36
4573,Allegheny,North Fayette Township,alj86711,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:29:53,AJohnsonWPC,3/9/2020 18:29:53
4574,Washington,Robinson Township,alj86711,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:29:53,AJohnsonWPC,3/9/2020 18:29:53
4575,Allegheny,Findlay Township,alj86711,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:29:53,AJohnsonWPC,3/9/2020 18:29:53
4576,Allegheny,Findlay Township,alj86712,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:30:11,AJohnsonWPC,3/9/2020 18:30:11
4577,Allegheny,Monroeville Borough,alj86716,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:30:28,AJohnsonWPC,3/9/2020 18:30:28
4578,Allegheny,Pittsburgh City,alj86741,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:30:45,AJohnsonWPC,3/9/2020 18:30:45
4579,Allegheny,Pittsburgh City,alj86742,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:31:02,AJohnsonWPC,3/9/2020 18:31:02
4580,Allegheny,Pittsburgh City,alj86743,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:31:22,AJohnsonWPC,3/9/2020 18:31:22
